,Company,Date,Sentiment,Total Mentions
743,S&P500,2019-09-05,0,0
744,GME,2019-09-06,0,0
745,TSLA,2019-09-06,3.2368,7
746,S&P500,2019-09-06,0,0
747,GME,2019-09-07,0,0
748,TSLA,2019-09-07,0.2935,1
749,S&P500,2019-09-07,0,0
750,GME,2019-09-08,0,0
751,TSLA,2019-09-08,0,0
752,S&P500,2019-09-08,0,0
753,GME,2019-09-09,0,0
754,TSLA,2019-09-09,0.19550000000000012,15
755,S&P500,2019-09-09,0,0
756,GME,2019-09-10,0.42279999999999995,7
757,TSLA,2019-09-10,1.0206,2
758,S&P500,2019-09-10,0,0
759,GME,2019-09-11,-0.0047999999999999154,7
760,TSLA,2019-09-11,0,0
761,S&P500,2019-09-11,0,0
762,GME,2019-09-12,0,0
763,TSLA,2019-09-12,-0.5197,5
764,S&P500,2019-09-12,0,0
765,GME,2019-09-13,0,0
766,TSLA,2019-09-13,1.7181000000000002,4
767,S&P500,2019-09-13,0,0
768,GME,2019-09-14,0,0
769,TSLA,2019-09-14,0,0
770,S&P500,2019-09-14,0,0
771,GME,2019-09-15,0,0
772,TSLA,2019-09-15,0,0
773,S&P500,2019-09-15,0,0
774,GME,2019-09-16,0.16280000000000006,6
775,TSLA,2019-09-16,1.5678999999999998,5
776,S&P500,2019-09-16,0,0
777,GME,2019-09-17,0,0
778,TSLA,2019-09-17,1.4723000000000002,5
779,S&P500,2019-09-17,0,0
780,GME,2019-09-18,0,0
781,TSLA,2019-09-18,2.5818999999999996,21
782,S&P500,2019-09-18,0,0
783,GME,2019-09-19,0,0
784,TSLA,2019-09-19,4.4307,15
785,S&P500,2019-09-19,0,0
786,GME,2019-09-20,0,0
787,TSLA,2019-09-20,0.2023,2
788,S&P500,2019-09-20,0,0
789,GME,2019-09-21,0,0
790,TSLA,2019-09-21,0.1901,1
791,S&P500,2019-09-21,0,0
792,GME,2019-09-22,0,0
793,TSLA,2019-09-22,0.5411,1
794,S&P500,2019-09-22,0,0
795,GME,2019-09-23,0,0
796,TSLA,2019-09-23,-1.6418000000000004,19
797,S&P500,2019-09-23,0,0
798,GME,2019-09-24,0,0
799,TSLA,2019-09-24,-0.6517999999999999,3
800,S&P500,2019-09-24,0,0
801,GME,2019-09-25,0,0
802,TSLA,2019-09-25,0.1027,1
803,S&P500,2019-09-25,0,0
804,GME,2019-09-26,0,0
805,TSLA,2019-09-26,8.034899999999999,29
806,S&P500,2019-09-26,0,0
807,GME,2019-09-27,0,0
808,TSLA,2019-09-27,-2.3705,5
809,S&P500,2019-09-27,0,0
810,GME,2019-09-28,0,0
811,TSLA,2019-09-28,0,0
812,S&P500,2019-09-28,0,0
813,GME,2019-09-29,0,0
814,TSLA,2019-09-29,0,0
815,S&P500,2019-09-29,0,0
816,GME,2019-09-30,0,0
817,TSLA,2019-09-30,0,0
818,S&P500,2019-09-30,0,0
819,GME,2019-10-01,0,0
820,TSLA,2019-10-01,2.9825999999999997,10
821,S&P500,2019-10-01,0,0
822,GME,2019-10-02,0,0
823,TSLA,2019-10-02,3.4149999999999996,16
824,S&P500,2019-10-02,0,0
825,GME,2019-10-03,0,0
826,TSLA,2019-10-03,-1.9301000000000001,16
827,S&P500,2019-10-03,0,0
828,GME,2019-10-04,0,0
829,TSLA,2019-10-04,-2.0353,11
830,S&P500,2019-10-04,0,0
831,GME,2019-10-05,0,0
832,TSLA,2019-10-05,0.7269,2
833,S&P500,2019-10-05,0,0
834,GME,2019-10-06,0,0
835,TSLA,2019-10-06,0,0
836,S&P500,2019-10-06,0,0
837,GME,2019-10-07,0,0
838,TSLA,2019-10-07,0,0
839,S&P500,2019-10-07,0,0
840,GME,2019-10-08,0,0
841,TSLA,2019-10-08,0,0
842,S&P500,2019-10-08,0,0
843,GME,2019-10-09,0,0
844,TSLA,2019-10-09,-1.185,5
845,S&P500,2019-10-09,0,0
846,GME,2019-10-10,0,0
847,TSLA,2019-10-10,1.5144,2
848,S&P500,2019-10-10,0,0
849,GME,2019-10-11,0,0
850,TSLA,2019-10-11,0,0
851,S&P500,2019-10-11,0,0
852,GME,2019-10-12,0,0
853,TSLA,2019-10-12,0,0
854,S&P500,2019-10-12,0,0
855,GME,2019-10-13,0,0
856,TSLA,2019-10-13,0,0
857,S&P500,2019-10-13,0,0
858,GME,2019-10-14,0,0
859,TSLA,2019-10-14,0.9652,2
860,S&P500,2019-10-14,0,0
861,GME,2019-10-15,0,0
862,TSLA,2019-10-15,0.0,1
863,S&P500,2019-10-15,0,0
864,GME,2019-10-16,0,0
865,TSLA,2019-10-16,0,0
866,S&P500,2019-10-16,0,0
867,GME,2019-10-17,0,0
868,TSLA,2019-10-17,1.0415,22
869,S&P500,2019-10-17,0,0
870,GME,2019-10-18,0,0
871,TSLA,2019-10-18,-0.1901,3
872,S&P500,2019-10-18,0,0
873,GME,2019-10-19,0,0
874,TSLA,2019-10-19,1.721,3
875,S&P500,2019-10-19,0,0
876,GME,2019-10-20,0,0
877,TSLA,2019-10-20,0.9233000000000001,4
878,S&P500,2019-10-20,0,0
879,GME,2019-10-21,0,0
880,TSLA,2019-10-21,0,0
881,S&P500,2019-10-21,0,0
882,GME,2019-10-22,0,0
883,TSLA,2019-10-22,0.3357,4
884,S&P500,2019-10-22,0,0
885,GME,2019-10-23,0,0
886,TSLA,2019-10-23,11.312700000000003,48
887,S&P500,2019-10-23,0,0
888,GME,2019-10-24,0,0
889,TSLA,2019-10-24,20.761199999999995,48
890,S&P500,2019-10-24,0,0
891,GME,2019-10-25,0,0
892,TSLA,2019-10-25,3.5417,21
893,S&P500,2019-10-25,0,0
894,GME,2019-10-26,0,0
895,TSLA,2019-10-26,1.8657,18
896,S&P500,2019-10-26,0,0
897,GME,2019-10-27,0,0
898,TSLA,2019-10-27,0.9423,1
899,S&P500,2019-10-27,0,0
900,GME,2019-10-28,0,0
901,TSLA,2019-10-28,0.42329999999999984,13
902,S&P500,2019-10-28,0,0
903,GME,2019-10-29,0,0
904,TSLA,2019-10-29,0.6938,2
905,S&P500,2019-10-29,0,0
906,GME,2019-10-30,0,0
907,TSLA,2019-10-30,0,0
908,S&P500,2019-10-30,0,0
909,GME,2019-10-31,0,0
910,TSLA,2019-10-31,3.750399999999999,11
911,S&P500,2019-10-31,0,0
912,GME,2019-11-01,0,0
913,TSLA,2019-11-01,0.0,1
914,S&P500,2019-11-01,0,0
915,GME,2019-11-02,0,0
916,TSLA,2019-11-02,0.2394,3
917,S&P500,2019-11-02,0,0
918,GME,2019-11-03,0,0
919,TSLA,2019-11-03,0,0
920,S&P500,2019-11-03,0,0
921,GME,2019-11-04,0,0
922,TSLA,2019-11-04,0.25460000000000005,4
923,S&P500,2019-11-04,0,0
924,GME,2019-11-05,0,0
925,TSLA,2019-11-05,0.15649999999999992,11
926,S&P500,2019-11-05,0,0
927,GME,2019-11-06,0,0
928,TSLA,2019-11-06,1.4476,6
929,S&P500,2019-11-06,0,0
930,GME,2019-11-07,0,0
931,TSLA,2019-11-07,0,0
932,S&P500,2019-11-07,0,0
933,GME,2019-11-08,0,0
934,TSLA,2019-11-08,2.841,13
935,S&P500,2019-11-08,0,0
936,GME,2019-11-09,0,0
937,TSLA,2019-11-09,0.2673,5
938,S&P500,2019-11-09,0,0
939,GME,2019-11-10,0,0
940,TSLA,2019-11-10,0,0
941,S&P500,2019-11-10,0,0
942,GME,2019-11-11,0,0
943,TSLA,2019-11-11,1.3363,3
944,S&P500,2019-11-11,0,0
945,GME,2019-11-12,0,0
946,TSLA,2019-11-12,2.1568,11
947,S&P500,2019-11-12,0,0
948,GME,2019-11-13,0,0
949,TSLA,2019-11-13,7.838500000000001,23
950,S&P500,2019-11-13,0,0
951,GME,2019-11-14,0,0
952,TSLA,2019-11-14,1.1084999999999998,12
953,S&P500,2019-11-14,0,0
954,GME,2019-11-15,0,0
955,TSLA,2019-11-15,0,0
956,S&P500,2019-11-15,0,0
957,GME,2019-11-16,0,0
958,TSLA,2019-11-16,0,0
959,S&P500,2019-11-16,0,0
960,GME,2019-11-17,0,0
961,TSLA,2019-11-17,0,0
962,S&P500,2019-11-17,0,0
963,GME,2019-11-18,0,0
964,TSLA,2019-11-18,4.886799999999999,23
965,S&P500,2019-11-18,0,0
966,GME,2019-11-19,0,0
967,TSLA,2019-11-19,1.5119,2
968,S&P500,2019-11-19,0,0
969,GME,2019-11-20,0,0
970,TSLA,2019-11-20,-2.1003,14
971,S&P500,2019-11-20,0,0
972,GME,2019-11-21,0.8074,1
973,TSLA,2019-11-21,2.4991999999999996,7
974,S&P500,2019-11-21,0,0
975,GME,2019-11-22,0,0
976,TSLA,2019-11-22,2.5217999999999985,47
977,S&P500,2019-11-22,0,0
978,GME,2019-11-23,0,0
979,TSLA,2019-11-23,6.396200000000001,27
980,S&P500,2019-11-23,0,0
981,GME,2019-11-24,0,0
982,TSLA,2019-11-24,0,0
983,S&P500,2019-11-24,0,0
984,GME,2019-11-25,0,0
985,TSLA,2019-11-25,1.7219,10
986,S&P500,2019-11-25,0,0
987,GME,2019-11-26,0,0
988,TSLA,2019-11-26,-0.9702000000000002,14
989,S&P500,2019-11-26,0,0
990,GME,2019-11-27,0,0
991,TSLA,2019-11-27,1.0261,9
992,S&P500,2019-11-27,0,0
993,GME,2019-11-28,0,0
994,TSLA,2019-11-28,0.0872,3
995,S&P500,2019-11-28,0,0
996,GME,2019-11-29,0,0
997,TSLA,2019-11-29,0,0
998,S&P500,2019-11-29,0,0
999,GME,2019-11-30,0,0
1000,TSLA,2019-11-30,-0.14659999999999995,6
1001,S&P500,2019-11-30,0,0
1002,GME,2019-12-01,0,0
1003,TSLA,2019-12-01,0,0
1004,S&P500,2019-12-01,0,0
1005,GME,2019-12-02,0,0
1006,TSLA,2019-12-02,2.6248000000000005,8
1007,S&P500,2019-12-02,0,0
1008,GME,2019-12-03,0,0
1009,TSLA,2019-12-03,3.6184,14
1010,S&P500,2019-12-03,0,0
1011,GME,2019-12-04,0,0
1012,TSLA,2019-12-04,7.2585999999999995,16
1013,S&P500,2019-12-04,0,0
1014,GME,2019-12-05,0,0
1015,TSLA,2019-12-05,6.8402,16
1016,S&P500,2019-12-05,0,0
1017,GME,2019-12-06,0,0
1018,TSLA,2019-12-06,1.9716999999999998,11
1019,S&P500,2019-12-06,0,0
1020,GME,2019-12-07,0,0
1021,TSLA,2019-12-07,0,0
1022,S&P500,2019-12-07,0,0
1023,GME,2019-12-08,0,0
1024,TSLA,2019-12-08,0.5563,1
1025,S&P500,2019-12-08,0,0
1026,GME,2019-12-09,0,0
1027,TSLA,2019-12-09,4.2785,27
1028,S&P500,2019-12-09,0,0
1029,GME,2019-12-10,0.5993999999999999,2
1030,TSLA,2019-12-10,0.2037,2
1031,S&P500,2019-12-10,0,0
1032,GME,2019-12-11,1.893,3
1033,TSLA,2019-12-11,0.27619999999999983,9
1034,S&P500,2019-12-11,0,0
1035,GME,2019-12-12,0,0
1036,TSLA,2019-12-12,-2.147,9
1037,S&P500,2019-12-12,0,0
1038,GME,2019-12-13,0,0
1039,TSLA,2019-12-13,0.0,1
1040,S&P500,2019-12-13,0,0
1041,GME,2019-12-14,0,0
1042,TSLA,2019-12-14,3.6860999999999997,13
1043,S&P500,2019-12-14,0,0
1044,GME,2019-12-15,0,0
1045,TSLA,2019-12-15,0,0
1046,S&P500,2019-12-15,0,0
1047,GME,2019-12-16,0,0
1048,TSLA,2019-12-16,6.353599999999999,21
1049,S&P500,2019-12-16,0,0
1050,GME,2019-12-17,0,0
1051,TSLA,2019-12-17,0,0
1052,S&P500,2019-12-17,0,0
1053,GME,2019-12-18,0,0
1054,TSLA,2019-12-18,2.9713000000000003,15
1055,S&P500,2019-12-18,0,0
1056,GME,2019-12-19,0,0
1057,TSLA,2019-12-19,3.9258000000000006,10
1058,S&P500,2019-12-19,0,0
1059,GME,2019-12-20,0,0
1060,TSLA,2019-12-20,-0.020000000000000018,6
1061,S&P500,2019-12-20,0,0
1062,GME,2019-12-21,-0.6633,5
1063,TSLA,2019-12-21,0,0
1064,S&P500,2019-12-21,0,0
1065,GME,2019-12-22,0,0
1066,TSLA,2019-12-22,0,0
1067,S&P500,2019-12-22,0,0
1068,GME,2019-12-23,0,0
1069,TSLA,2019-12-23,0.19669999999999999,16
1070,S&P500,2019-12-23,0,0
1071,GME,2019-12-24,0,0
1072,TSLA,2019-12-24,1.2696999999999998,4
1073,S&P500,2019-12-24,0,0
1074,GME,2019-12-25,0.0,1
1075,TSLA,2019-12-25,0,0
1076,S&P500,2019-12-25,0,0
1077,GME,2019-12-26,0,0
1078,TSLA,2019-12-26,0.128,1
1079,S&P500,2019-12-26,0,0
1080,GME,2019-12-27,0,0
1081,TSLA,2019-12-27,-0.32620000000000005,2
1082,S&P500,2019-12-27,0,0
1083,GME,2019-12-28,0,0
1084,TSLA,2019-12-28,-0.07069999999999999,4
1085,S&P500,2019-12-28,0,0
1086,GME,2019-12-29,0,0
1087,TSLA,2019-12-29,0,0
1088,S&P500,2019-12-29,0,0
1089,GME,2019-12-30,0,0
1090,TSLA,2019-12-30,1.9998999999999998,15
1091,S&P500,2019-12-30,0,0
1092,GME,2019-12-31,0,0
1093,TSLA,2019-12-31,-0.24840000000000007,5
1094,S&P500,2019-12-31,0,0
